Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
44.5400         -0.6319      -0.7192       0.0872    19.8
44.5410         -0.6322      -0.7265       0.0943    21.5
44.5420         -0.6319      -0.7325       0.1006    22.9
44.5430         -0.6319      -0.7330       0.1012    23.0
44.5440         -0.6319      -0.7280       0.0960    21.9
44.5450         -0.6311      -0.7208       0.0897    20.4
44.5460         -0.6313      -0.7160       0.0848    19.3
44.5470         -0.6313      -0.7167       0.0854    19.4
44.5480         -0.6314      -0.7224       0.0910    20.7
44.5490         -0.6313      -0.7296       0.0984    22.4
44.5500         -0.6318      -0.7339       0.1021    23.2
44.5510         -0.6323      -0.7325       0.1002    22.8
44.5520         -0.6319      -0.7265       0.0946    21.5
44.5530         -0.6312      -0.7199       0.0887    20.2
44.5540         -0.6308      -0.7175       0.0866    19.7
44.5550         -0.6310      -0.7208       0.0898    20.4
44.5560         -0.6306      -0.7279       0.0973    22.1
44.5570         -0.6308      -0.7339       0.1032    23.5
44.5580         -0.6307      -0.7349       0.1042    23.7
44.5590         -0.6305      -0.7303       0.0998    22.7
44.5600         -0.6305      -0.7235       0.0930    21.2
44.5610         -0.6302      -0.7189       0.0887    20.2
44.5620         -0.6300      -0.7196       0.0896    20.4
44.5630         -0.6295      -0.7252       0.0956    21.8
44.5640         -0.6298      -0.7322       0.1025    23.3
44.5650         -0.6300      -0.7363       0.1063    24.2
44.5660         -0.6292      -0.7348       0.1056    24.0
44.5670         -0.6289      -0.7287       0.0998    22.7
44.5680         -0.6290      -0.7222       0.0933    21.2
44.5690         -0.6288      -0.7198       0.0910    20.7
44.5700         -0.6285      -0.7234       0.0949    21.6
44.5710         -0.6290      -0.7307       0.1017    23.1
44.5720         -0.6298      -0.7370       0.1072    24.4
44.5730         -0.6302      -0.7382       0.1080    24.6
44.5740         -0.6291      -0.7339       0.1047    23.8
44.5750         -0.6287      -0.7268       0.0981    22.3
44.5760         -0.6287      -0.7218       0.0930    21.2
44.5770         -0.6288      -0.7221       0.0933    21.2
44.5780         -0.6295      -0.7277       0.0982    22.3
44.5790         -0.6296      -0.7351       0.1055    24.0
44.5800         -0.6300      -0.7398       0.1098    25.0
44.5810         -0.6303      -0.7387       0.1083    24.7
44.5820         -0.6296      -0.7326       0.1031    23.5
44.5830         -0.6290      -0.7259       0.0969    22.0
44.5840         -0.6290      -0.7232       0.0941    21.4
44.5850         -0.6292      -0.7265       0.0974    22.2
44.5860         -0.6297      -0.7338       0.1041    23.7
44.5870         -0.6302      -0.7401       0.1099    25.0
44.5880         -0.6301      -0.7415       0.1114    25.4
44.5890         -0.6310      -0.7373       0.1063    24.2
44.5900         -0.6306      -0.7305       0.0999    22.7
44.5910         -0.6307      -0.7256       0.0949    21.6
44.5920         -0.6313      -0.7259       0.0946    21.5
44.5930         -0.6314      -0.7313       0.0999    22.7
44.5940         -0.6312      -0.7384       0.1072    24.4
44.5950         -0.6318      -0.7430       0.1112    25.3
44.5960         -0.6319      -0.7422       0.1103    25.1
44.5970         -0.6319      -0.7367       0.1048    23.8
44.5980         -0.6316      -0.7301       0.0984    22.4
44.5990         -0.6310      -0.7271       0.0961    21.9
44.6000         -0.6310      -0.7300       0.0990    22.5
44.6010         -0.6313      -0.7368       0.1055    24.0
44.6020         -0.6317      -0.7427       0.1110    25.3
44.6030         -0.6323      -0.7440       0.1117    25.4
44.6040         -0.6327      -0.7400       0.1073    24.4
44.6050         -0.6330      -0.7335       0.1005    22.9
44.6060         -0.6325      -0.7287       0.0963    21.9
44.6070         -0.6327      -0.7287       0.0960    21.8
44.6080         -0.6332      -0.7333       0.1001    22.8
44.6090         -0.6335      -0.7398       0.1063    24.2
44.6100         -0.6337      -0.7442       0.1106    25.2
44.6110         -0.6332      -0.7437       0.1104    25.1
44.6120         -0.6320      -0.7384       0.1064    24.2
44.6130         -0.6322      -0.7318       0.0997    22.7
44.6140         -0.6324      -0.7287       0.0963    21.9
44.6150         -0.6326      -0.7310       0.0984    22.4
44.6160         -0.6329      -0.7373       0.1044    23.7
44.6170         -0.6338      -0.7432       0.1094    24.9
44.6180         -0.6338      -0.7450       0.1112    25.3
44.6190         -0.6336      -0.7416       0.1080    24.6
44.6200         -0.6334      -0.7353       0.1019    23.2
44.6210         -0.6332      -0.7302       0.0970    22.1
44.6220         -0.6333      -0.7295       0.0962    21.9
44.6230         -0.6334      -0.7336       0.1001    22.8
44.6240         -0.6334      -0.7399       0.1065    24.2
44.6250         -0.6341      -0.7443       0.1102    25.1
44.6260         -0.6344      -0.7441       0.1098    25.0
44.6270         -0.6337      -0.7394       0.1057    24.1
44.6280         -0.6336      -0.7331       0.0995    22.6
44.6290         -0.6333      -0.7296       0.0963    21.9
44.6300         -0.6329      -0.7315       0.0985    22.4
44.6310         -0.6333      -0.7375       0.1041    23.7
44.6320         -0.6338      -0.7435       0.1096    24.9
44.6330         -0.6342      -0.7455       0.1113    25.3
44.6340         -0.6333      -0.7422       0.1089    24.8
44.6350         -0.6332      -0.7359       0.1027    23.4
44.6360         -0.6335      -0.7306       0.0972    22.1
44.6370         -0.6333      -0.7298       0.0965    22.0
44.6380         -0.6338      -0.7339       0.1001    22.8
44.6390         -0.6341      -0.7402       0.1062    24.2
44.6400         -0.6339      -0.7448       0.1109    25.2
44.6410         -0.6338      -0.7446       0.1108    25.2
44.6420         -0.6337      -0.7396       0.1059    24.1
44.6430         -0.6340      -0.7331       0.0991    22.5
44.6440         -0.6331      -0.7293       0.0962    21.9
44.6450         -0.6330      -0.7309       0.0978    22.3
44.6460         -0.6332      -0.7369       0.1037    23.6
44.6470         -0.6330      -0.7431       0.1100    25.0
44.6480         -0.6327      -0.7452       0.1125    25.6
44.6490         -0.6323      -0.7419       0.1096    24.9
44.6500         -0.6319      -0.7356       0.1037    23.6
44.6510         -0.6322      -0.7303       0.0981    22.3
44.6520         -0.6326      -0.7294       0.0969    22.0
44.6530         -0.6325      -0.7334       0.1009    23.0
44.6540         -0.6327      -0.7396       0.1069    24.3
44.6550         -0.6329      -0.7441       0.1113    25.3
44.6560         -0.6326      -0.7440       0.1114    25.3
44.6570         -0.6320      -0.7392       0.1073    24.4
44.6580         -0.6314      -0.7330       0.1015    23.1
44.6590         -0.6312      -0.7293       0.0981    22.3
44.6600         -0.6315      -0.7309       0.0994    22.6
44.6610         -0.6321      -0.7367       0.1046    23.8
44.6620         -0.6334      -0.7427       0.1093    24.9
44.6630         -0.6339      -0.7449       0.1110    25.3
44.6640         -0.6339      -0.7419       0.1081    24.6
44.6650         -0.6338      -0.7358       0.1019    23.2
44.6660         -0.6335      -0.7302       0.0968    22.0
44.6670         -0.6341      -0.7289       0.0947    21.6
44.6680         -0.6336      -0.7324       0.0988    22.5
44.6690         -0.6343      -0.7388       0.1046    23.8
44.6700         -0.6349      -0.7438       0.1089    24.8
44.6710         -0.6348      -0.7442       0.1095    24.9
44.6720         -0.6342      -0.7398       0.1056    24.0
44.6730         -0.6346      -0.7334       0.0988    22.5
44.6740         -0.6346      -0.7294       0.0948    21.6
44.6750         -0.6343      -0.7304       0.0962    21.9
44.6760         -0.6336      -0.7359       0.1023    23.3
44.6770         -0.6335      -0.7421       0.1086    24.7
44.6780         -0.6334      -0.7447       0.1113    25.3
44.6790         -0.6337      -0.7420       0.1083    24.6
44.6800         -0.6331      -0.7359       0.1028    23.4
44.6810         -0.6333      -0.7304       0.0971    22.1
44.6820         -0.6330      -0.7289       0.0960    21.8
44.6830         -0.6333      -0.7324       0.0990    22.5
44.6840         -0.6332      -0.7387       0.1055    24.0
44.6850         -0.6336      -0.7439       0.1103    25.1
44.6860         -0.6339      -0.7447       0.1108    25.2
44.6870         -0.6339      -0.7405       0.1066    24.3
44.6880         -0.6340      -0.7341       0.1001    22.8
44.6890         -0.6339      -0.7297       0.0958    21.8
44.6900         -0.6340      -0.7304       0.0964    21.9
44.6910         -0.6348      -0.7357       0.1009    23.0
44.6920         -0.6340      -0.7420       0.1080    24.6
44.6930         -0.6337      -0.7452       0.1114    25.4
44.6940         -0.6337      -0.7431       0.1095    24.9
44.6950         -0.6339      -0.7373       0.1034    23.5
44.6960         -0.6333      -0.7316       0.0983    22.4
44.6970         -0.6332      -0.7298       0.0966    22.0
44.6980         -0.6337      -0.7328       0.0991    22.5
44.6990         -0.6338      -0.7389       0.1050    23.9
44.7000         -0.6341      -0.7443       0.1102    25.1
44.7010         -0.6346      -0.7455       0.1108    25.2
44.7020         -0.6351      -0.7415       0.1064    24.2
44.7030         -0.6351      -0.7350       0.0999    22.7
44.7040         -0.6350      -0.7303       0.0953    21.7
44.7050         -0.6356      -0.7308       0.0953    21.7
44.7060         -0.6359      -0.7362       0.1003    22.8
44.7070         -0.6360      -0.7427       0.1068    24.3
44.7080         -0.6356      -0.7459       0.1103    25.1
44.7090         -0.6359      -0.7437       0.1078    24.5
44.7100         -0.6356      -0.7378       0.1022    23.2
44.7110         -0.6354      -0.7320       0.0966    22.0
44.7120         -0.6354      -0.7302       0.0948    21.6
44.7130         -0.6358      -0.7334       0.0976    22.2
44.7140         -0.6357      -0.7396       0.1039    23.6
44.7150         -0.6362      -0.7449       0.1087    24.7
44.7160         -0.6365      -0.7459       0.1094    24.9
44.7170         -0.6359      -0.7419       0.1061    24.1
44.7180         -0.6358      -0.7355       0.0997    22.7
44.7190         -0.6359      -0.7310       0.0951    21.6
44.7200         -0.6359      -0.7314       0.0955    21.7
44.7210         -0.6370      -0.7366       0.0996    22.7
44.7220         -0.6366      -0.7432       0.1066    24.3
44.7230         -0.6371      -0.7466       0.1095    24.9
44.7240         -0.6368      -0.7446       0.1078    24.5
44.7250         -0.6361      -0.7386       0.1025    23.3
44.7260         -0.6362      -0.7326       0.0964    21.9
44.7270         -0.6365      -0.7305       0.0940    21.4
44.7280         -0.6359      -0.7335       0.0976    22.2
44.7290         -0.6362      -0.7396       0.1034    23.5
44.7300         -0.6362      -0.7450       0.1087    24.7
44.7310         -0.6360      -0.7461       0.1101    25.0
44.7320         -0.6356      -0.7421       0.1065    24.2
44.7330         -0.6354      -0.7355       0.1001    22.8
44.7340         -0.6353      -0.7308       0.0955    21.7
44.7350         -0.6355      -0.7312       0.0957    21.8
44.7360         -0.6355      -0.7365       0.1010    23.0
44.7370         -0.6359      -0.7430       0.1071    24.4
44.7380         -0.6360      -0.7465       0.1105    25.1
44.7390         -0.6359      -0.7446       0.1087    24.7
44.7400         -0.6356      -0.7387       0.1031    23.5
44.7410         -0.6355      -0.7327       0.0971    22.1
44.7420         -0.6353      -0.7302       0.0950    21.6
44.7430         -0.6356      -0.7328       0.0972    22.1
44.7440         -0.6360      -0.7389       0.1028    23.4
44.7450         -0.6366      -0.7445       0.1079    24.5
44.7460         -0.6368      -0.7461       0.1093    24.9
44.7470         -0.6368      -0.7425       0.1057    24.1
44.7480         -0.6365      -0.7360       0.0996    22.7
44.7490         -0.6361      -0.7309       0.0948    21.6
44.7500         -0.6364      -0.7308       0.0944    21.5
44.7510         -0.6362      -0.7358       0.0996    22.7
44.7520         -0.6362      -0.7424       0.1062    24.2
44.7530         -0.6365      -0.7461       0.1097    25.0
44.7540         -0.6368      -0.7445       0.1077    24.5
44.7550         -0.6360      -0.7387       0.1027    23.4
44.7560         -0.6363      -0.7325       0.0962    21.9
44.7570         -0.6361      -0.7300       0.0939    21.4
44.7580         -0.6359      -0.7325       0.0966    22.0
44.7590         -0.6366      -0.7384       0.1018    23.2
44.7600         -0.6365      -0.7441       0.1076    24.5
44.7610         -0.6364      -0.7459       0.1094    24.9
44.7620         -0.6366      -0.7425       0.1059    24.1
44.7630         -0.6366      -0.7361       0.0995    22.6
44.7640         -0.6360      -0.7307       0.0947    21.6
44.7650         -0.6358      -0.7301       0.0943    21.4
44.7660         -0.6360      -0.7347       0.0986    22.4
44.7670         -0.6359      -0.7413       0.1054    24.0
44.7680         -0.6352      -0.7454       0.1102    25.1
44.7690         -0.6356      -0.7442       0.1086    24.7
44.7700         -0.6356      -0.7386       0.1030    23.4
44.7710         -0.6352      -0.7323       0.0971    22.1
44.7720         -0.6346      -0.7294       0.0948    21.6
44.7730         -0.6354      -0.7315       0.0961    21.9
44.7740         -0.6353      -0.7373       0.1020    23.2
44.7750         -0.6354      -0.7429       0.1075    24.5
44.7760         -0.6356      -0.7446       0.1091    24.8
44.7770         -0.6358      -0.7414       0.1056    24.0
44.7780         -0.6353      -0.7353       0.1000    22.8
44.7790         -0.6353      -0.7303       0.0950    21.6
44.7800         -0.6350      -0.7299       0.0948    21.6
44.7810         -0.6350      -0.7342       0.0992    22.6
44.7820         -0.6353      -0.7404       0.1051    23.9
44.7830         -0.6357      -0.7442       0.1085    24.7
44.7840         -0.6358      -0.7431       0.1073    24.4
44.7850         -0.6357      -0.7379       0.1022    23.2
44.7860         -0.6353      -0.7321       0.0968    22.0
44.7870         -0.6353      -0.7291       0.0938    21.3
44.7880         -0.6347      -0.7308       0.0961    21.9
44.7890         -0.6349      -0.7359       0.1011    23.0
44.7900         -0.6352      -0.7413       0.1061    24.1
44.7910         -0.6354      -0.7434       0.1080    24.6
44.7920         -0.6355      -0.7408       0.1053    24.0
44.7930         -0.6347      -0.7350       0.1003    22.8
44.7940         -0.6343      -0.7298       0.0955    21.7
44.7950         -0.6349      -0.7287       0.0938    21.3
44.7960         -0.6348      -0.7325       0.0977    22.2
44.7970         -0.6356      -0.7385       0.1029    23.4
44.7980         -0.6361      -0.7426       0.1065    24.2
44.7990         -0.6358      -0.7423       0.1065    24.2
44.8000         -0.6355      -0.7375       0.1020    23.2
44.8010         -0.6356      -0.7315       0.0958    21.8
44.8020         -0.6356      -0.7282       0.0926    21.1
44.8030         -0.6363      -0.7295       0.0932    21.2
44.8040         -0.6369      -0.7345       0.0976    22.2
44.8050         -0.6374      -0.7403       0.1029    23.4
44.8060         -0.6374      -0.7430       0.1056    24.0
44.8070         -0.6380      -0.7409       0.1029    23.4
44.8080         -0.6377      -0.7350       0.0973    22.1
44.8090         -0.6374      -0.7293       0.0919    20.9
44.8100         -0.6376      -0.7276       0.0900    20.5
44.8110         -0.6378      -0.7311       0.0933    21.2
44.8120         -0.6382      -0.7373       0.0991    22.6
44.8130         -0.6383      -0.7420       0.1037    23.6
44.8140         -0.6382      -0.7420       0.1038    23.6
44.8150         -0.6383      -0.7373       0.0990    22.5
44.8160         -0.6378      -0.7311       0.0933    21.2
44.8170         -0.6376      -0.7271       0.0895    20.4
44.8180         -0.6379      -0.7279       0.0900    20.5
44.8190         -0.6375      -0.7327       0.0952    21.7
44.8200         -0.6368      -0.7385       0.1018    23.2
44.8210         -0.6366      -0.7415       0.1049    23.9
44.8220         -0.6362      -0.7396       0.1033    23.5
44.8230         -0.6364      -0.7337       0.0973    22.2
44.8240         -0.6363      -0.7278       0.0915    20.8
44.8250         -0.6360      -0.7258       0.0898    20.4
44.8260         -0.6360      -0.7292       0.0932    21.2
44.8270         -0.6356      -0.7355       0.0999    22.7
44.8280         -0.6363      -0.7405       0.1042    23.7
44.8290         -0.6356      -0.7408       0.1052    23.9
44.8300         -0.6356      -0.7362       0.1006    22.9
44.8310         -0.6351      -0.7298       0.0947    21.6
44.8320         -0.6345      -0.7256       0.0911    20.7
44.8330         -0.6352      -0.7260       0.0908    20.7
44.8340         -0.6349      -0.7308       0.0959    21.8
44.8350         -0.6351      -0.7369       0.1018    23.2
44.8360         -0.6355      -0.7403       0.1048    23.8
44.8370         -0.6359      -0.7386       0.1028    23.4
44.8380         -0.6360      -0.7328       0.0968    22.0
44.8390         -0.6363      -0.7266       0.0903    20.5
44.8400         -0.6369      -0.7242       0.0873    19.9
44.8410         -0.6374      -0.7272       0.0898    20.4
44.8420         -0.6374      -0.7335       0.0962    21.9
44.8430         -0.6375      -0.7389       0.1013    23.1
44.8440         -0.6375      -0.7395       0.1020    23.2
44.8450         -0.6376      -0.7351       0.0975    22.2
44.8460         -0.6381      -0.7285       0.0904    20.6
44.8470         -0.6378      -0.7240       0.0863    19.6
44.8480         -0.6379      -0.7244       0.0864    19.7
44.8490         -0.6382      -0.7293       0.0911    20.7
44.8500         -0.6379      -0.7355       0.0976    22.2
44.8510         -0.6374      -0.7390       0.1016    23.1
44.8520         -0.6380      -0.7374       0.0995    22.6
44.8530         -0.6378      -0.7317       0.0940    21.4
44.8540         -0.6375      -0.7256       0.0881    20.0
44.8550         -0.6373      -0.7231       0.0857    19.5
44.8560         -0.6374      -0.7260       0.0886    20.2
44.8570         -0.6384      -0.7320       0.0936    21.3
44.8580         -0.6385      -0.7371       0.0986    22.4
44.8590         -0.6383      -0.7379       0.0995    22.6
44.8600         -0.6381      -0.7337       0.0955    21.7
44.8610         -0.6380      -0.7274       0.0894    20.3
44.8620         -0.6378      -0.7229       0.0851    19.4
44.8630         -0.6380      -0.7229       0.0848    19.3
44.8640         -0.6385      -0.7273       0.0888    20.2
44.8650         -0.6392      -0.7334       0.0942    21.4
44.8660         -0.6392      -0.7372       0.0980    22.3
44.8670         -0.6389      -0.7362       0.0972    22.1
44.8680         -0.6387      -0.7309       0.0922    21.0
44.8690         -0.6382      -0.7246       0.0865    19.7
44.8700         -0.6376      -0.7216       0.0839    19.1
44.8710         -0.6381      -0.7238       0.0858    19.5
44.8720         -0.6387      -0.7300       0.0913    20.8
44.8730         -0.6391      -0.7357       0.0966    22.0
44.8740         -0.6387      -0.7372       0.0985    22.4
44.8750         -0.6384      -0.7334       0.0951    21.6
44.8760         -0.6375      -0.7269       0.0893    20.3
44.8770         -0.6369      -0.7217       0.0848    19.3
44.8780         -0.6367      -0.7212       0.0845    19.2
44.8790         -0.6367      -0.7255       0.0888    20.2
44.8800         -0.6367      -0.7318       0.0952    21.7
44.8810         -0.6363      -0.7362       0.0999    22.7
44.8820         -0.6359      -0.7357       0.0999    22.7
44.8830         -0.6359      -0.7306       0.0947    21.6
44.8840         -0.6356      -0.7241       0.0885    20.1
44.8850         -0.6357      -0.7207       0.0850    19.3
44.8860         -0.6356      -0.7226       0.0870    19.8
44.8870         -0.6363      -0.7286       0.0923    21.0
44.8880         -0.6363      -0.7343       0.0981    22.3
44.8890         -0.6364      -0.7360       0.0996    22.7
44.8900         -0.6359      -0.7325       0.0966    22.0
44.8910         -0.6354      -0.7262       0.0907    20.6
44.8920         -0.6352      -0.7209       0.0857    19.5
44.8930         -0.6352      -0.7201       0.0849    19.3
44.8940         -0.6352      -0.7240       0.0888    20.2
44.8950         -0.6355      -0.7303       0.0948    21.6
44.8960         -0.6359      -0.7349       0.0989    22.5
44.8970         -0.6359      -0.7348       0.0989    22.5
44.8980         -0.6357      -0.7299       0.0942    21.4
44.8990         -0.6352      -0.7235       0.0883    20.1
44.9000         -0.6353      -0.7198       0.0845    19.2
44.9010         -0.6351      -0.7213       0.0862    19.6
44.9020         -0.6354      -0.7270       0.0916    20.8
44.9030         -0.6354      -0.7330       0.0976    22.2
44.9040         -0.6352      -0.7351       0.0999    22.7
44.9050         -0.6361      -0.7320       0.0959    21.8
44.9060         -0.6363      -0.7258       0.0895    20.4
44.9070         -0.6359      -0.7206       0.0847    19.3
44.9080         -0.6358      -0.7196       0.0838    19.1
44.9090         -0.6357      -0.7235       0.0878    20.0
44.9100         -0.6361      -0.7300       0.0939    21.4
44.9110         -0.6360      -0.7348       0.0988    22.5
44.9120         -0.6357      -0.7348       0.0990    22.5
44.9130         -0.6358      -0.7298       0.0940    21.4
44.9140         -0.6349      -0.7232       0.0882    20.1
44.9150         -0.6353      -0.7193       0.0840    19.1
44.9160         -0.6357      -0.7210       0.0853    19.4
44.9170         -0.6359      -0.7272       0.0913    20.8
44.9180         -0.6361      -0.7336       0.0975    22.2
44.9190         -0.6363      -0.7360       0.0998    22.7
44.9200         -0.6355      -0.7328       0.0973    22.1
44.9210         -0.6351      -0.7261       0.0910    20.7
44.9220         -0.6351      -0.7205       0.0853    19.4
44.9230         -0.6349      -0.7194       0.0845    19.2
44.9240         -0.6350      -0.7236       0.0886    20.2
44.9250         -0.6351      -0.7305       0.0954    21.7
44.9260         -0.6349      -0.7357       0.1008    22.9
44.9270         -0.6348      -0.7358       0.1010    23.0
44.9280         -0.6345      -0.7307       0.0962    21.9
44.9290         -0.6336      -0.7239       0.0903    20.5
44.9300         -0.6338      -0.7201       0.0863    19.6
44.9310         -0.6340      -0.7219       0.0878    20.0
44.9320         -0.6343      -0.7280       0.0937    21.3
44.9330         -0.6347      -0.7343       0.0996    22.7
44.9340         -0.6343      -0.7366       0.1023    23.3
44.9350         -0.6342      -0.7334       0.0992    22.6
44.9360         -0.6340      -0.7270       0.0930    21.2
44.9370         -0.6340      -0.7215       0.0875    19.9
44.9380         -0.6339      -0.7204       0.0866    19.7
44.9390         -0.6334      -0.7243       0.0908    20.7
44.9400         -0.6341      -0.7309       0.0968    22.0
44.9410         -0.6343      -0.7361       0.1019    23.2
44.9420         -0.6343      -0.7366       0.1023    23.3
44.9430         -0.6341      -0.7319       0.0978    22.3
44.9440         -0.6340      -0.7251       0.0911    20.7
44.9450         -0.6337      -0.7208       0.0872    19.8
44.9460         -0.6345      -0.7221       0.0876    19.9
44.9470         -0.6348      -0.7281       0.0933    21.2
44.9480         -0.6349      -0.7349       0.1000    22.8
44.9490         -0.6349      -0.7380       0.1031    23.5
44.9500         -0.6347      -0.7355       0.1008    22.9
44.9510         -0.6343      -0.7292       0.0949    21.6
44.9520         -0.6336      -0.7232       0.0896    20.4
44.9530         -0.6332      -0.7212       0.0880    20.0
44.9540         -0.6330      -0.7247       0.0917    20.9
44.9550         -0.6335      -0.7314       0.0979    22.3
44.9560         -0.6343      -0.7373       0.1031    23.4
44.9570         -0.6344      -0.7387       0.1043    23.7
44.9580         -0.6353      -0.7346       0.0993    22.6
44.9590         -0.6349      -0.7278       0.0929    21.1
44.9600         -0.6354      -0.7229       0.0876    19.9
44.9610         -0.6355      -0.7234       0.0879    20.0
44.9620         -0.6359      -0.7291       0.0932    21.2
44.9630         -0.6364      -0.7360       0.0996    22.7
44.9640         -0.6366      -0.7395       0.1029    23.4
44.9650         -0.6366      -0.7373       0.1008    22.9
44.9660         -0.6371      -0.7311       0.0940    21.4
44.9670         -0.6379      -0.7251       0.0872    19.8
44.9680         -0.6379      -0.7231       0.0852    19.4
44.9690         -0.6375      -0.7265       0.0890    20.3
44.9700         -0.6376      -0.7331       0.0955    21.7
44.9710         -0.6381      -0.7389       0.1008    22.9
44.9720         -0.6383      -0.7402       0.1019    23.2
44.9730         -0.6385      -0.7360       0.0975    22.2
44.9740         -0.6377      -0.7292       0.0915    20.8
44.9750         -0.6376      -0.7242       0.0866    19.7
44.9760         -0.6375      -0.7246       0.0872    19.8
44.9770         -0.6374      -0.7303       0.0929    21.1
44.9780         -0.6378      -0.7373       0.0995    22.6
44.9790         -0.6375      -0.7411       0.1036    23.6
44.9800         -0.6367      -0.7394       0.1027    23.4
44.9810         -0.6365      -0.7334       0.0970    22.1
44.9820         -0.6363      -0.7271       0.0908    20.7
44.9830         -0.6364      -0.7244       0.0880    20.0
44.9840         -0.6364      -0.7271       0.0907    20.6
44.9850         -0.6370      -0.7335       0.0965    22.0
44.9860         -0.6377      -0.7395       0.1019    23.2
44.9870         -0.6377      -0.7414       0.1037    23.6
44.9880         -0.6371      -0.7379       0.1008    22.9
44.9890         -0.6372      -0.7314       0.0942    21.4
44.9900         -0.6367      -0.7264       0.0896    20.4
44.9910         -0.6369      -0.7262       0.0893    20.3
44.9920         -0.6374      -0.7311       0.0937    21.3
44.9930         -0.6377      -0.7379       0.1001    22.8
44.9940         -0.6375      -0.7419       0.1044    23.7
44.9950         -0.6373      -0.7404       0.1031    23.5
44.9960         -0.6372      -0.7347       0.0975    22.2
44.9970         -0.6364      -0.7282       0.0919    20.9
44.9980         -0.6365      -0.7252       0.0887    20.2
44.9990         -0.6362      -0.7274       0.0911    20.7
45.0000         -0.6361      -0.7334       0.0973    22.1
45.0010         -0.6368      -0.7394       0.1026    23.3
45.0020         -0.6363      -0.7416       0.1053    24.0
45.0030         -0.6359      -0.7384       0.1025    23.3
45.0040         -0.6356      -0.7317       0.0961    21.9
45.0050         -0.6358      -0.7260       0.0901    20.5
45.0060         -0.6362      -0.7252       0.0890    20.2
45.0070         -0.6367      -0.7297       0.0930    21.2
45.0080         -0.6367      -0.7366       0.0999    22.7
45.0090         -0.6365      -0.7411       0.1046    23.8
45.0100         -0.6364      -0.7403       0.1038    23.6
45.0110         -0.6364      -0.7347       0.0983    22.4
45.0120         -0.6361      -0.7280       0.0919    20.9
45.0130         -0.6362      -0.7245       0.0883    20.1
45.0140         -0.6364      -0.7262       0.0898    20.4
45.0150         -0.6368      -0.7321       0.0953    21.7
45.0160         -0.6372      -0.7384       0.1013    23.0
45.0170         -0.6377      -0.7411       0.1034    23.5
45.0180         -0.6373      -0.7381       0.1009    23.0
45.0190         -0.6370      -0.7313       0.0943    21.5
45.0200         -0.6367      -0.7251       0.0883    20.1
45.0210         -0.6368      -0.7238       0.0870    19.8
45.0220         -0.6373      -0.7282       0.0909    20.7
45.0230         -0.6373      -0.7353       0.0980    22.3
45.0240         -0.6376      -0.7401       0.1025    23.3
45.0250         -0.6375      -0.7394       0.1018    23.2
45.0260         -0.6372      -0.7335       0.0963    21.9
45.0270         -0.6370      -0.7262       0.0892    20.3
45.0280         -0.6362      -0.7221       0.0859    19.5
45.0290         -0.6366      -0.7236       0.0870    19.8
45.0300         -0.6369      -0.7296       0.0928    21.1
45.0310         -0.6363      -0.7363       0.1000    22.7
45.0320         -0.6356      -0.7392       0.1036    23.6
45.0330         -0.6361      -0.7362       0.1001    22.8
45.0340         -0.6356      -0.7289       0.0933    21.2
45.0350         -0.6353      -0.7222       0.0869    19.8
45.0360         -0.6350      -0.7204       0.0854    19.4
45.0370         -0.6349      -0.7247       0.0898    20.4
45.0380         -0.6347      -0.7319       0.0972    22.1
45.0390         -0.6351      -0.7370       0.1019    23.2
45.0400         -0.6351      -0.7365       0.1014    23.1
45.0410         -0.6351      -0.7308       0.0957    21.8
45.0420         -0.6349      -0.7235       0.0885    20.1
45.0430         -0.6350      -0.7190       0.0840    19.1
45.0440         -0.6356      -0.7201       0.0845    19.2
45.0450         -0.6351      -0.7259       0.0908    20.7
45.0460         -0.6347      -0.7326       0.0979    22.3
45.0470         -0.6347      -0.7356       0.1009    23.0
45.0480         -0.6351      -0.7327       0.0976    22.2
45.0490         -0.6347      -0.7255       0.0908    20.7
45.0500         -0.6350      -0.7187       0.0837    19.1
45.0510         -0.6352      -0.7168       0.0816    18.6
45.0520         -0.6353      -0.7209       0.0856    19.5
45.0530         -0.6362      -0.7282       0.0920    20.9
45.0540         -0.6365      -0.7336       0.0971    22.1
45.0550         -0.6361      -0.7333       0.0972    22.1
45.0560         -0.6360      -0.7275       0.0916    20.8
45.0570         -0.6355      -0.7200       0.0845    19.2
45.0580         -0.6350      -0.7154       0.0803    18.3
45.0590         -0.6354      -0.7163       0.0810    18.4
45.0600         -0.6353      -0.7221       0.0868    19.7
45.0610         -0.6357      -0.7289       0.0932    21.2
45.0620         -0.6357      -0.7322       0.0965    21.9
45.0630         -0.6357      -0.7295       0.0938    21.3
45.0640         -0.6357      -0.7223       0.0866    19.7
45.0650         -0.6353      -0.7152       0.0800    18.2
45.0660         -0.6357      -0.7129       0.0772    17.6
45.0670         -0.6359      -0.7168       0.0809    18.4
45.0680         -0.6358      -0.7241       0.0882    20.1
45.0690         -0.6357      -0.7297       0.0939    21.4
45.0700         -0.6359      -0.7299       0.0940    21.4
45.0710         -0.6359      -0.7243       0.0885    20.1
45.0720         -0.6352      -0.7165       0.0812    18.5
45.0730         -0.6357      -0.7112       0.0755    17.2
45.0740         -0.6358      -0.7117       0.0759    17.3
45.0750         -0.6361      -0.7173       0.0812    18.5
45.0760         -0.6361      -0.7243       0.0882    20.1
